Date,TRDPRC_1
2018-05-28,7170.96
2018-05-29,7505.81
2018-05-30,7353.79
2018-05-31,7558.12
2018-06-01,7454.34
2018-06-02,7638.58
2018-06-03,7699.13
2018-06-04,7547.12
2018-06-05,7601.9
2018-06-06,7671.04
2018-06-07,7676.71
2018-06-08,7665.76
2018-06-09,7633.69
2018-06-10,6749.84
2018-06-11,6780.18
2018-06-12,6548.59
2018-06-13,6288.65
2018-06-14,6657.65
2018-06-15,6485.55
2018-06-16,6538.42
2018-06-17,6517.74
2018-06-18,6724.34
2018-06-19,6724.83
2018-06-20,6720.51
2018-06-21,6711.32
2018-06-22,6025.95
2018-06-23,6225.31
2018-06-24,6167.37
2018-06-25,6277.67
2018-06-26,6237.98
2018-06-27,6130.8
2018-06-28,5938.16
2018-06-29,5921.6
2018-06-30,6336.48
2018-07-01,6355.81
2018-07-02,6647.72
2018-07-03,6609.85
2018-07-04,6694.09
2018-07-05,6499.44
2018-07-06,6589.35
2018-07-07,6534.62
2018-07-08,6755.0
2018-07-09,6722.62
2018-07-10,6376.49
2018-07-11,6375.24
2018-07-12,6175.03
2018-07-13,6228.26
2018-07-14,6274.44
2018-07-15,6388.45
2018-07-16,6679.16
2018-07-17,7365.27
2018-07-18,7340.01
2018-07-19,7441.18
2018-07-20,7300.14
2018-07-21,7408.48
2018-07-22,7374.66
2018-07-23,7751.01
2018-07-24,8249.01
2018-07-25,8284.69
2018-07-26,7972.52
2018-07-27,8258.37
2018-07-28,8171.94
2018-07-29,8192.32
2018-07-30,8133.18
2018-07-31,7716.92
2018-08-01,7484.32
2018-08-02,7535.82
2018-08-03,7416.95
2018-08-04,6997.49
2018-08-05,7060.27
2018-08-06,6872.81
2018-08-07,6755.6
2018-08-08,6305.63
2018-08-09,6592.61
2018-08-10,6080.39
2018-08-11,6394.63
2018-08-12,6374.99
2018-08-13,6251.58
2018-08-14,6115.9
2018-08-15,6413.63
2018-08-16,6287.16
2018-08-17,6524.45
